Time,Symbol,Side,Price,Size
2026-07-11 14:59:37,RPLUSDT,BUY,1.75,10.0
2026-07-11 14:59:37,GNSUSDT,BUY,0.619,10.0
2026-07-11 14:59:37,SYNUSDT,BUY,0.30816,10.0
2026-07-11 14:59:37,SSVUSDT,BUY,2.134,10.0
2026-07-11 14:59:37,LQTYUSDT,BUY,0.18,10.0
2026-07-11 14:59:37,USTCUSDT,BUY,0.00572,10.0
2026-07-11 14:59:37,GASUSDT,BUY,1.07,10.0
2026-07-11 14:59:37,GLMUSDT,BUY,0.1017,10.0
2026-07-11 14:59:37,PROMUSDT,BUY,1.297,10.0
2026-07-11 14:59:37,QKCUSDT,BUY,0.00196,10.0
2026-07-11 14:59:37,IDUSDT,BUY,0.039,10.0
2026-07-11 14:59:37,ARBUSDT,BUY,0.0971,10.0
2026-07-11 14:59:37,WBTCUSDT,BUY,64326.68,10.0
2026-07-11 14:59:37,EDUUSDT,BUY,0.0322,10.0
2026-07-11 14:59:37,SUIUSDT,BUY,0.7452,10.0
2026-07-11 14:59:37,PEPEUSDT,BUY,2.82e-06,10.0
2026-07-11 14:59:37,FLOKIUSDT,BUY,2.347e-05,10.0
2026-07-11 14:59:37,MAVUSDT,BUY,0.00955,10.0
2026-07-11 14:59:37,PENDLEUSDT,BUY,1.572,10.0
2026-07-11 14:59:37,ARKMUSDT,BUY,0.1149,10.0
2026-07-11 14:59:37,WBETHUSDT,BUY,1994.13,10.0
2026-07-11 14:59:37,WLDUSDT,BUY,0.4112,10.0
2026-07-11 14:59:37,FDUSDUSDT,BUY,0.9983,10.0
2026-07-11 14:59:37,SEIUSDT,BUY,0.05024,10.0
2026-07-11 14:59:37,CYBERUSDT,BUY,0.36,10.0
2026-07-11 14:59:37,ARKUSDT,BUY,0.11,10.0
2026-07-11 14:59:37,IQUSDT,BUY,0.000767,10.0
2026-07-11 14:59:37,TIAUSDT,BUY,0.4179,10.0
2026-07-11 14:59:37,MEMEUSDT,BUY,0.000571,10.0
2026-07-11 14:59:37,ORDIUSDT,BUY,3.524,10.0
2026-07-11 14:59:37,BEAMXUSDT,BUY,0.001606,10.0
2026-07-11 14:59:37,PIVXUSDT,BUY,0.0397,10.0
2026-07-11 14:59:37,VICUSDT,BUY,0.0406,10.0
2026-07-11 14:59:37,BLURUSDT,BUY,0.01759,10.0
2026-07-11 14:59:37,VANRYUSDT,BUY,0.005666,10.0
2026-07-11 14:59:37,AEURUSDT,BUY,1.1395,10.0
2026-07-11 14:59:37,JTOUSDT,BUY,0.6285,10.0
2026-07-11 14:59:37,1000SATSUSDT,BUY,9.55e-06,10.0
2026-07-11 14:59:37,BONKUSDT,BUY,4.13e-06,10.0
2026-07-11 14:59:37,ACEUSDT,BUY,0.0748,10.0
2026-07-11 14:59:37,AIUSDT,BUY,0.0203,10.0
2026-07-11 14:59:37,XAIUSDT,BUY,0.00712,10.0
2026-07-11 14:59:37,MANTAUSDT,BUY,0.05826,10.0
2026-07-11 14:59:37,ALTUSDT,BUY,0.00662,10.0
2026-07-11 14:59:37,JUPUSDT,BUY,0.2101,10.0
2026-07-11 14:59:37,PYTHUSDT,BUY,0.0487,10.0
2026-07-11 14:59:37,RONINUSDT,BUY,0.0572,10.0
2026-07-11 14:59:37,DYMUSDT,BUY,0.01603,10.0
2026-07-11 14:59:37,PIXELUSDT,BUY,0.00484,10.0
2026-07-11 14:59:37,STRKUSDT,BUY,0.031,10.0
2026-07-11 14:59:37,PORTALUSDT,BUY,0.01201,10.0
2026-07-11 14:59:37,AXLUSDT,BUY,0.043,10.0
2026-07-11 14:59:37,WIFUSDT,BUY,0.1543,10.0
2026-07-11 14:59:37,METISUSDT,BUY,2.92,10.0
2026-07-11 14:59:37,AEVOUSDT,BUY,0.01956,10.0
2026-07-11 14:59:37,BOMEUSDT,BUY,0.0004267,10.0
2026-07-11 14:59:37,ETHFIUSDT,BUY,0.431,10.0
2026-07-11 14:59:37,ENAUSDT,BUY,0.0838,10.0
2026-07-11 14:59:37,WUSDT,BUY,0.01009,10.0
2026-07-11 14:59:37,TNSRUSDT,BUY,0.0325,10.0
2026-07-11 14:59:37,SAGAUSDT,BUY,0.01321,10.0
2026-07-11 14:59:37,TAOUSDT,BUY,213.6,10.0
2026-07-11 14:59:37,REZUSDT,BUY,0.002689,10.0
2026-07-11 14:59:37,BBUSDT,BUY,0.0194,10.0
2026-07-11 14:59:37,NOTUSDT,BUY,0.000398,10.0
2026-07-11 14:59:37,IOUSDT,BUY,0.1715,10.0
2026-07-11 14:59:37,ZKUSDT,BUY,0.01075,10.0
2026-07-11 14:59:37,LISTAUSDT,BUY,0.0495,10.0
2026-07-11 14:59:37,ZROUSDT,BUY,0.926,10.0
2026-07-11 14:59:37,GUSDT,BUY,0.0034,10.0
2026-07-11 14:59:37,BANANAUSDT,BUY,3.317,10.0
2026-07-11 14:59:37,RENDERUSDT,BUY,1.578,10.0
2026-07-11 14:59:37,DOGSUSDT,BUY,4.036e-05,10.0
2026-07-11 14:59:37,EURIUSDT,BUY,1.1416,10.0
2026-07-11 14:59:37,POLUSDT,BUY,0.07972,10.0
2026-07-11 14:59:37,NEIROUSDT,BUY,6.462e-05,10.0
2026-07-11 14:59:37,TURBOUSDT,BUY,0.000889,10.0
2026-07-11 14:59:37,1MBABYDOGEUSDT,BUY,0.0003267,10.0
2026-07-11 14:59:37,CATIUSDT,BUY,0.04172,10.0
2026-07-11 14:59:37,HMSTRUSDT,BUY,0.0002191,10.0
2026-07-11 14:59:37,EIGENUSDT,BUY,0.2411,10.0
2026-07-11 14:59:37,SCRUSDT,BUY,0.02719,10.0
2026-07-11 14:59:37,BNSOLUSDT,BUY,88.1,10.0
2026-07-11 14:59:37,LUMIAUSDT,BUY,0.1204,10.0
2026-07-11 14:59:37,KAIAUSDT,BUY,0.0352,10.0
2026-07-11 14:59:37,COWUSDT,BUY,0.1427,10.0
2026-07-11 14:59:37,CETUSUSDT,BUY,0.0183,10.0
2026-07-11 14:59:37,PNUTUSDT,BUY,0.0442,10.0
2026-07-11 14:59:37,ACTUSDT,BUY,0.00911,10.0
2026-07-11 14:59:37,USUALUSDT,BUY,0.00935,10.0
2026-07-11 14:59:37,THEUSDT,BUY,0.0555,10.0
2026-07-11 14:59:37,ACXUSDT,BUY,0.04292,10.0
2026-07-11 14:59:37,ORCAUSDT,BUY,1.201,10.0
2026-07-11 14:59:37,MOVEUSDT,BUY,0.0113,10.0
2026-07-11 14:59:37,MEUSDT,BUY,0.06498,10.0
2026-07-11 14:59:37,VELODROMEUSDT,BUY,0.0221,10.0
2026-07-11 14:59:37,VANAUSDT,BUY,1.212,10.0
2026-07-11 14:59:38,1000CATUSDT,BUY,0.00135,10.0
2026-07-11 14:59:38,PENGUUSDT,BUY,0.006284,10.0
2026-07-11 14:59:38,BIOUSDT,BUY,0.02889,10.0
2026-07-11 14:59:38,AIXBTUSDT,BUY,0.01975,10.0
2026-07-11 14:59:38,CGPTUSDT,BUY,0.01935,10.0
2026-07-11 14:59:38,COOKIEUSDT,BUY,0.0096,10.0
2026-07-11 14:59:38,SUSDT,BUY,0.0265,10.0
2026-07-11 14:59:38,SOLVUSDT,BUY,0.00278,10.0
2026-07-11 14:59:38,TRUMPUSDT,BUY,1.628,10.0
